Iteration,Objective,Fairness,Duration
0,1713.4368585880372,0.6617389026377627,1691
1,1713.4368585880372,0.6617389026377627,1691
2,1703.3664033994767,0.6628010945352517,1681
3,1703.3664033994767,0.6628010945352517,1681
4,1703.3664033994767,0.6628010945352517,1681
5,1703.3664033994767,0.6628010945352517,1681
6,1692.2878593529329,0.6639852351434822,1670
7,1692.2878593529329,0.6639852351434822,1670
8,1705.3805661268477,0.6625875753528161,1683
9,1705.3805661268477,0.6625875753528161,1683
10,1705.3805661268477,0.6625875753528161,1683
11,1679.1935955416436,0.6654063690389925,1657
12,1679.1935955416436,0.6654063690389925,1657
13,1679.1935955416436,0.6654063690389925,1657
14,1679.1935955416436,0.6654063690389925,1657
15,1679.1935955416436,0.6654063690389925,1657
16,1679.1935955416436,0.6654063690389925,1657
17,1661.0604347783958,0.667413918613058,1639
18,1661.0604347783958,0.667413918613058,1639
19,1661.0604347783958,0.667413918613058,1639
20,1661.0604347783958,0.667413918613058,1639
21,1661.0604347783958,0.667413918613058,1639
22,1648.9699102788825,0.668778678141376,1627
23,1648.9699102788825,0.668778678141376,1627
24,1648.9699102788825,0.668778678141376,1627
25,1648.9699102788825,0.668778678141376,1627
26,1648.9699102788825,0.668778678141376,1627
27,1661.0604347783958,0.667413918613058,1639
28,1661.0604347783958,0.667413918613058,1639
29,1661.0604347783958,0.667413918613058,1639
30,1656.022888903344,0.6679799652744768,1634
31,1654.0078017041972,0.6682074219177285,1632
32,1644.939417514183,0.6692383911626241,1623
33,1644.939417514183,0.6692383911626241,1623
34,1644.939417514183,0.6692383911626241,1623
35,1643.9317692172262,0.6693536979160836,1622
36,1643.9317692172262,0.6693536979160836,1622
37,1632.8469684017568,0.6706321664140371,1611
38,1632.8469684017568,0.6706321664140371,1611
39,1650.3869063856973,0.662491988757765,1628
40,1628.2237980672553,0.6649510317012629,1606
41,1628.2237980672553,0.6649510317012629,1606
42,1628.2237980672553,0.6649510317012629,1606
43,1628.2237980672553,0.6649510317012629,1606
44,1628.2237980672553,0.6649510317012629,1606
45,1628.2237980672553,0.6649510317012629,1606
46,1628.2237980672553,0.6649510317012629,1606
47,1628.2237980672553,0.6649510317012629,1606
48,1628.2237980672553,0.6649510317012629,1606
49,1628.2237980672553,0.6649510317012629,1606
50,1595.9778343382436,0.6686592139568276,1574
51,1595.9778343382436,0.6686592139568276,1574
52,1595.9778343382436,0.6686592139568276,1574
53,1595.9778343382436,0.6686592139568276,1574
54,1595.9778343382436,0.6686592139568276,1574
55,1588.3405344782266,0.6631910978708491,1566
56,1588.3405344782266,0.6631910978708491,1566
57,1588.3405344782266,0.6631910978708491,1566
58,1604.5724630569596,0.6747706459074397,1583
59,1604.5724630569596,0.6747706459074397,1583
60,1615.0809647047452,0.682180541161688,1594
61,1615.0809647047452,0.682180541161688,1594
62,1615.0809647047452,0.682180541161688,1594
63,1615.0809647047452,0.682180541161688,1594
64,1615.0809647047452,0.682180541161688,1594
65,1615.0809647047452,0.682180541161688,1594
66,1615.0809647047452,0.682180541161688,1594
67,1615.0809647047452,0.682180541161688,1594
68,1615.0809647047452,0.682180541161688,1594
69,1615.0809647047452,0.682180541161688,1594
70,1615.0809647047452,0.682180541161688,1594
71,1615.0809647047452,0.682180541161688,1594
72,1615.0809647047452,0.682180541161688,1594
73,1603.9879733718367,0.6835824910020083,1583
74,1603.9879733718367,0.6835824910020083,1583
75,1603.9879733718367,0.6835824910020083,1583
76,1607.0134705996747,0.6831980913662788,1586
77,1607.0134705996747,0.6831980913662788,1586
78,1607.0134705996747,0.6831980913662788,1586
