Iteration,Objective,Fairness,Duration
0,1488.3387997719433,0.7882695111213752,1478
1,1479.2460198497993,0.7901695709645882,1469
2,1479.2460198497993,0.7901695709645882,1469
3,1447.3449662645614,0.7676640126036969,1436
4,1447.3449662645614,0.7676640126036969,1436
5,1447.3449662645614,0.7676640126036969,1436
6,1460.8716364104241,0.7773574357889818,1450
7,1460.8716364104241,0.7773574357889818,1450
8,1463.9019503062857,0.7767366310406357,1453
9,1459.8615052036384,0.7775649149367497,1449
10,1450.594798610216,0.7625476426332981,1439
11,1450.594798610216,0.7625476426332981,1439
12,1450.594798610216,0.7625476426332981,1439
13,1450.594798610216,0.7625476426332981,1439
14,1450.594798610216,0.7625476426332981,1439
15,1450.594798610216,0.7625476426332981,1439
16,1450.594798610216,0.7625476426332981,1439
17,1450.594798610216,0.7625476426332981,1439
18,1450.594798610216,0.7625476426332981,1439
19,1450.594798610216,0.7625476426332981,1439
20,1472.8193225835116,0.7784287818244591,1462
21,1472.8193225835116,0.7784287818244591,1462
22,1472.8193225835116,0.7784287818244591,1462
23,1472.8193225835116,0.7784287818244591,1462
24,1472.8193225835116,0.7784287818244591,1462
25,1472.8193225835116,0.7784287818244591,1462
26,1456.3898605371407,0.76674461320621,1445
27,1431.3628540703612,0.7672976844079205,1420
28,1431.3628540703612,0.7672976844079205,1420
29,1383.1567405543678,0.7305602999310271,1370
30,1381.3605747538227,0.746865149419974,1369
31,1381.3605747538227,0.746865149419974,1369
32,1381.3605747538227,0.746865149419974,1369
33,1381.3605747538227,0.746865149419974,1369
34,1381.3605747538227,0.746865149419974,1369
35,1381.3605747538227,0.746865149419974,1369
36,1381.3605747538227,0.746865149419974,1369
37,1375.5814354118033,0.7423420968297492,1363
38,1375.5814354118033,0.7423420968297492,1363
39,1375.5814354118033,0.7423420968297492,1363
40,1375.5814354118033,0.7423420968297492,1363
41,1375.5814354118033,0.7423420968297492,1363
42,1375.5814354118033,0.7423420968297492,1363
43,1375.5814354118033,0.7423420968297492,1363
44,1375.5814354118033,0.7423420968297492,1363
45,1344.1254570808276,0.7312009608677528,1331
46,1344.1254570808276,0.7312009608677528,1331
47,1344.1254570808276,0.7312009608677528,1331
48,1347.973045894701,0.7343222221031926,1335
49,1347.973045894701,0.7343222221031926,1335
50,1347.973045894701,0.7343222221031926,1335
51,1347.973045894701,0.7343222221031926,1335
52,1347.973045894701,0.7343222221031926,1335
53,1347.973045894701,0.7343222221031926,1335
54,1364.12249931289,0.7312615336291177,1351
55,1364.12249931289,0.7312615336291177,1351
56,1341.9160529971475,0.7354893918257719,1329
57,1341.9160529971475,0.7354893918257719,1329
58,1341.9160529971475,0.7354893918257719,1329
59,1341.9160529971475,0.7354893918257719,1329
60,1341.9160529971475,0.7354893918257719,1329
